Time,ТОЖ,ТВ,Дросс,Наклон Др,RPM,Наклон RPM,ReqALF,LC1ALF,LC1/ALF,Коэфф,Add GTC_Dross,Разр ДК рег,Рег по ДК,Желаемое РХХ,Текущее РХХ,УОЗ,Скорость,Передача,Скор/Оборот,ACC,Желаемые обороты ХХ,Обороты ХХ,Впрыск (мс),Загр форс,AIR,GBC,л/ч,л/100,фПХХ,фХХ,фМойХХ,Блок топл,Фаза впрыска,Попадание в зону детонации,Обнаружение детонации,АЦП ДД,Коррекция УОЗ цилиндр1,Коррекция УОЗ цилиндр2,Коррекция УОЗ цилиндр3,Коррекция УОЗ цилиндр4,Готовность ДК,Работа в зоне регулирования по ДК,Текущее состояние датчика кислорода,АЦП ДК,Сохранение результатов обучения по ДК,Нагрев ДК,Прошлое состояние датчика кислорода,АЦП AIR,Наклон АЦП AIR,
13.219, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.319, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.419, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.519, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.619, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.720, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.820, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
13.920, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.20, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.120, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.220, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.320, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.421, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.521, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.621, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.721, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.821, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
14.921, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.21, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.122, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.222, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.322, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.422, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.522, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.622, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
15.722, -40, -40, 0, 0.00, 0, 0.00, 7.35, 14.70, 2.00, 0.500, 0.0000, 0, 1.000, 0, 0, 0.00, 0, 0, 0, 17.86, 0, 0, 0.000, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, 0, 0, 0, 0.000, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0.000, 0, 0, 0, 0.000, 0.00, 
